Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2004-01-02,0.003111,0.003111,0.003111,0.003111
2004-01-05,0.003091,0.003091,0.003091,0.003091
2004-01-06,0.003085,0.003085,0.003085,0.003085
2004-01-07,0.003103,0.003103,0.003103,0.003103
2004-01-08,0.003122,0.003122,0.003122,0.003122
2004-01-09,0.003089,0.003089,0.003089,0.003089
2004-01-12,0.003122,0.003122,0.003122,0.003122
2004-01-13,0.003133,0.003133,0.003133,0.003133
2004-01-14,0.00318,0.00318,0.00318,0.00318
2004-01-15,0.003161,0.003161,0.003161,0.003161
2004-01-16,0.003194,0.003194,0.003194,0.003194
2004-01-19,0.003218,0.003218,0.003218,0.003218
2004-01-20,0.003157,0.003157,0.003157,0.003157
2004-01-21,0.00314,0.00314,0.00314,0.00314
2004-01-22,0.003106,0.003106,0.003106,0.003106
2004-01-23,0.003128,0.003128,0.003128,0.003128
2004-01-26,0.003168,0.003168,0.003168,0.003168
2004-01-27,0.003199,0.003199,0.003199,0.003199
2004-01-28,0.00322,0.00322,0.00322,0.00322
2004-01-29,0.003276,0.003276,0.003276,0.003276
2004-01-30,0.00329,0.00329,0.00329,0.00329
2004-02-02,0.003287,0.003287,0.003287,0.003287
2004-02-03,0.003262,0.003262,0.003262,0.003262
2004-02-04,0.003279,0.003279,0.003279,0.003279
2004-02-05,0.00331,0.00331,0.00331,0.00331
2004-02-06,0.003275,0.003275,0.003275,0.003275
2004-02-09,0.003268,0.003268,0.003268,0.003268
2004-02-10,0.003267,0.003267,0.003267,0.003267
2004-02-11,0.003288,0.003288,0.003288,0.003288
2004-02-12,0.003268,0.003268,0.003268,0.003268
2004-02-13,0.003281,0.003281,0.003281,0.003281
2004-02-16,0.00328,0.00328,0.00328,0.00328
2004-02-17,0.003277,0.003277,0.003277,0.003277
2004-02-18,0.00331,0.00331,0.00331,0.00331
2004-02-19,0.003309,0.003309,0.003309,0.003309
2004-02-20,0.003333,0.003333,0.003333,0.003333
2004-02-23,0.003285,0.003285,0.003285,0.003285
2004-02-24,0.003271,0.003271,0.003271,0.003271
2004-02-25,0.003301,0.003301,0.003301,0.003301
2004-02-26,0.003322,0.003322,0.003322,0.003322
2004-02-27,0.003343,0.003343,0.003343,0.003343
2004-03-01,0.003334,0.003334,0.003334,0.003334
2004-03-02,0.003376,0.003376,0.003376,0.003376
2004-03-03,0.003381,0.003381,0.003381,0.003381
2004-03-04,0.003389,0.003389,0.003389,0.003389
2004-03-05,0.003338,0.003338,0.003338,0.003338
2004-03-08,0.003297,0.003297,0.003297,0.003297
2004-03-09,0.003286,0.003286,0.003286,0.003286
2004-03-10,0.00331,0.00331,0.00331,0.00331
2004-03-11,0.003338,0.003338,0.003338,0.003338
2004-03-12,0.003291,0.003291,0.003291,0.003291
2004-03-15,0.003278,0.003278,0.003278,0.003278
2004-03-16,0.003286,0.003286,0.003286,0.003286
2004-03-17,0.003317,0.003317,0.003317,0.003317
2004-03-18,0.003305,0.003305,0.003305,0.003305
2004-03-19,0.003316,0.003316,0.003316,0.003316
2004-03-22,0.003294,0.003294,0.003294,0.003294
2004-03-23,0.003295,0.003295,0.003295,0.003295
2004-03-24,0.003324,0.003324,0.003324,0.003324
2004-03-25,0.003375,0.003375,0.003375,0.003375
2004-03-26,0.003381,0.003381,0.003381,0.003381
2004-03-29,0.003369,0.003369,0.003369,0.003369
2004-03-30,0.003357,0.003357,0.003357,0.003357
2004-03-31,0.003372,0.003372,0.003372,0.003372
2004-04-01,0.003367,0.003367,0.003367,0.003367
2004-04-02,0.003398,0.003398,0.003398,0.003398
2004-04-05,0.003444,0.003444,0.003444,0.003444
2004-04-06,0.003403,0.003403,0.003403,0.003403
2004-04-07,0.003406,0.003406,0.003406,0.003406
2004-04-08,0.003423,0.003423,0.003423,0.003423
2004-04-09,0.003423,0.003423,0.003423,0.003423
2004-04-13,0.003487,0.003487,0.003487,0.003487
2004-04-14,0.003485,0.003485,0.003485,0.003485
2004-04-15,0.003487,0.003487,0.003487,0.003487
2004-04-16,0.003433,0.003433,0.003433,0.003433
2004-04-19,0.003441,0.003441,0.003441,0.003441
2004-04-20,0.003461,0.003461,0.003461,0.003461
2004-04-21,0.003477,0.003477,0.003477,0.003477
2004-04-22,0.003465,0.003465,0.003465,0.003465
2004-04-23,0.003476,0.003476,0.003476,0.003476
2004-04-26,0.00349,0.00349,0.00349,0.00349
2004-04-27,0.00349,0.00349,0.00349,0.00349
2004-04-28,0.003483,0.003483,0.003483,0.003483
2004-04-29,0.003421,0.003421,0.003421,0.003421
2004-04-30,0.003423,0.003423,0.003423,0.003423
2004-05-03,0.003408,0.003408,0.003408,0.003408
2004-05-04,0.003358,0.003358,0.003358,0.003358
2004-05-05,0.003346,0.003346,0.003346,0.003346
2004-05-06,0.003372,0.003372,0.003372,0.003372
2004-05-07,0.003412,0.003412,0.003412,0.003412
2004-05-10,0.003372,0.003372,0.003372,0.003372
2004-05-11,0.003405,0.003405,0.003405,0.003405
2004-05-12,0.003406,0.003406,0.003406,0.003406
2004-05-13,0.0034,0.0034,0.0034,0.0034
2004-05-14,0.003383,0.003383,0.003383,0.003383
