Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
1994-01-03,0.001234,0.001234,0.001234,0.001234
1994-01-04,0.0012325,0.0012325,0.0012325,0.0012325
1994-01-05,0.0012312,0.0012312,0.0012312,0.0012312
1994-01-06,0.0012281,0.0012281,0.0012281,0.0012281
1994-01-07,0.0012253,0.0012253,0.0012253,0.0012253
1994-01-10,0.0012253,0.0012253,0.0012253,0.0012253
1994-01-11,0.0012269,0.0012269,0.0012269,0.0012269
1994-01-12,0.0012272,0.0012272,0.0012272,0.0012272
1994-01-13,0.0012275,0.0012275,0.0012275,0.0012275
1994-01-14,0.0012282,0.0012282,0.0012282,0.0012282
1994-01-17,0.0012258,0.0012258,0.0012258,0.0012258
1994-01-18,0.0012262,0.0012262,0.0012262,0.0012262
1994-01-19,0.001227,0.001227,0.001227,0.001227
1994-01-20,0.0012289,0.0012289,0.0012289,0.0012289
1994-01-21,0.0012292,0.0012292,0.0012292,0.0012292
1994-01-24,0.0012295,0.0012295,0.0012295,0.0012295
1994-01-25,0.0012313,0.0012313,0.0012313,0.0012313
1994-01-26,0.0012312,0.0012312,0.0012312,0.0012312
1994-01-27,0.0012316,0.0012316,0.0012316,0.0012316
1994-01-28,0.001232,0.001232,0.001232,0.001232
1994-01-31,0.0012323,0.0012323,0.0012323,0.0012323
1994-02-01,0.0012318,0.0012318,0.0012318,0.0012318
1994-02-02,0.0012331,0.0012331,0.0012331,0.0012331
1994-02-03,0.0012336,0.0012336,0.0012336,0.0012336
1994-02-04,0.0012335,0.0012335,0.0012335,0.0012335
1994-02-07,0.0012357,0.0012357,0.0012357,0.0012357
1994-02-08,0.0012319,0.0012319,0.0012319,0.0012319
1994-02-09,0.0012321,0.0012321,0.0012321,0.0012321
1994-02-10,0.0012317,0.0012317,0.0012317,0.0012317
1994-02-11,0.0012319,0.0012319,0.0012319,0.0012319
1994-02-14,0.0012284,0.0012284,0.0012284,0.0012284
1994-02-15,0.0012263,0.0012263,0.0012263,0.0012263
1994-02-16,0.0012286,0.0012286,0.0012286,0.0012286
1994-02-17,0.0012285,0.0012285,0.0012285,0.0012285
1994-02-18,0.0012292,0.0012292,0.0012292,0.0012292
1994-02-21,0.0012268,0.0012268,0.0012268,0.0012268
1994-02-22,0.0012303,0.0012303,0.0012303,0.0012303
1994-02-23,0.0012311,0.0012311,0.0012311,0.0012311
1994-02-24,0.0012327,0.0012327,0.0012327,0.0012327
1994-02-25,0.0012329,0.0012329,0.0012329,0.0012329
1994-02-28,0.0012329,0.0012329,0.0012329,0.0012329
1994-03-01,0.0012324,0.0012324,0.0012324,0.0012324
1994-03-02,0.0012322,0.0012322,0.0012322,0.0012322
1994-03-03,0.0012343,0.0012343,0.0012343,0.0012343
1994-03-04,0.0012338,0.0012338,0.0012338,0.0012338
1994-03-07,0.0012342,0.0012342,0.0012342,0.0012342
1994-03-08,0.0012357,0.0012357,0.0012357,0.0012357
1994-03-09,0.0012319,0.0012319,0.0012319,0.0012319
