Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2014-01-02,0.0028719,0.0028752,0.0028652,0.0028723
2014-01-03,0.0028915,0.0028959,0.0028836,0.0028913
2014-01-06,0.0029014,0.0029041,0.0028708,0.002877
2014-01-07,0.0028729,0.0028773,0.0028589,0.0028667
2014-01-08,0.0028668,0.0028781,0.0028644,0.0028744
2014-01-09,0.0028753,0.002892,0.0028746,0.0028892
2014-01-10,0.0028846,0.0028878,0.0028787,0.0028865
2014-01-13,0.0028653,0.002871,0.0028651,0.0028666
2014-01-14,0.0028713,0.0028726,0.002865,0.0028663
2014-01-15,0.0028508,0.0028578,0.0028464,0.0028567
2014-01-16,0.0028675,0.00287,0.002862,0.0028675
2014-01-17,0.002878,0.0028864,0.002878,0.0028854
2014-01-20,0.0028949,0.0028965,0.0028871,0.0028892
2014-01-21,0.002881,0.0028829,0.0028759,0.0028766
2014-01-22,0.0028694,0.0028767,0.0028659,0.0028767
2014-01-23,0.0028726,0.0028733,0.0028567,0.0028592
2014-01-24,0.0028332,0.0028401,0.0028218,0.002823
2014-01-27,0.0028222,0.0028327,0.0028157,0.0028275
2014-01-28,0.0028445,0.0028507,0.0028387,0.0028399
2014-01-29,0.002848,0.0028651,0.0028474,0.002858
2014-02-03,0.0029128,0.0029213,0.0029004,0.0029026
2014-02-04,0.0028827,0.0029014,0.0028782,0.0028949
2014-02-05,0.0028872,0.00289,0.0028729,0.0028865
2014-02-06,0.0028691,0.0028786,0.0028667,0.0028695
2014-02-07,0.0028631,0.0028642,0.0028544,0.0028606
2014-02-10,0.0028528,0.0028607,0.0028509,0.0028586
2014-02-11,0.0028512,0.0028553,0.0028478,0.0028553
2014-02-12,0.0028691,0.0028781,0.0028613,0.0028764
2014-02-13,0.0028793,0.0028807,0.0028644,0.0028648
2014-02-14,0.0028575,0.0028652,0.0028565,0.0028577
2014-02-17,0.0028555,0.0028575,0.0028436,0.0028485
2014-02-18,0.0028514,0.0028514,0.0028324,0.0028347
2014-02-19,0.0028294,0.0028294,0.0028154,0.0028257
2014-02-20,0.002837,0.002837,0.002821,0.0028256
2014-02-21,0.0028274,0.0028333,0.0028212,0.0028322
2014-02-24,0.0028045,0.0028109,0.0028001,0.0028109
2014-02-25,0.0028252,0.0028307,0.0028217,0.0028217
2014-02-26,0.0028096,0.0028369,0.0028093,0.0028353
2014-02-27,0.00285,0.0028633,0.0028491,0.0028546
2014-02-28,0.0028444,0.0028507,0.0028381,0.0028415
2014-03-03,0.0028237,0.0028378,0.0028159,0.0028335
2014-03-04,0.0028636,0.0028666,0.0028579,0.0028589
2014-03-05,0.0028463,0.0028489,0.0028404,0.0028453
2014-03-06,0.0028401,0.0028608,0.002838,0.0028602
2014-03-07,0.0028322,0.002841,0.0028289,0.0028399
2014-03-10,0.0028378,0.0028429,0.0028343,0.0028379
2014-03-11,0.0028424,0.0028532,0.0028423,0.0028489
2014-03-12,0.0028477,0.002851,0.0028437,0.0028446
2014-03-13,0.002843,0.0028442,0.0028296,0.0028308
2014-03-14,0.0028503,0.0028538,0.0028478,0.0028525
2014-03-17,0.0028339,0.0028453,0.002827,0.0028445
2014-03-18,0.002842,0.0028446,0.0028341,0.0028358
2014-03-19,0.0028232,0.002824,0.0028139,0.0028205
2014-03-20,0.0028275,0.0028311,0.0028203,0.0028248
2014-03-21,0.0028166,0.0028227,0.0028091,0.0028151
2014-03-24,0.0028175,0.0028203,0.0028094,0.0028176
2014-03-25,0.0028184,0.0028184,0.0028082,0.0028117
2014-03-26,0.0028157,0.0028238,0.0028147,0.0028223
2014-03-27,0.0028174,0.0028273,0.0028148,0.0028263
2014-03-28,0.002835,0.0028358,0.0028295,0.0028319
2014-03-31,0.0028418,0.0028489,0.0028378,0.0028487
2014-04-01,0.0028425,0.0028547,0.0028425,0.0028547
2014-04-02,0.0028599,0.0028604,0.0028543,0.0028588
2014-04-03,0.0028572,0.0028653,0.0028537,0.0028653
2014-04-04,0.0028664,0.0028795,0.0028654,0.0028795
